"Libellé";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes"
"2007-07";"97.33";"A";"97.34";"A";"97.34";"A";"97.34";"A";"97.34";"A";"97.34";"A";"97.34";"A";"97.33";"A";"97.33";"A";"97.33";"A";"97.33";"A";"97.33";"A";"97.33";"A";"97.33";"A";"97.19";"A";"97.18";"A";"97.19";"A";"97.18";"A";"97.18";"A";"97.19";"A";"97.18";"A";"97.18";"A";"97.17";"A";"97.17";"A";"97.17";"A";"97.19";"A"
"2007-08";"99.87";"A";"99.87";"A";"99.88";"A";"99.87";"A";"99.87";"A";"99.87";"A";"99.87";"A";"99.86";"A";"99.86";"A";"99.86";"A";"99.86";"A";"99.87";"A";"99.87";"A";"99.86";"A";"99.73";"A";"99.73";"A";"99.73";"A";"99.73";"A";"99.72";"A";"99.73";"A";"99.72";"A";"99.72";"A";"99.72";"A";"99.71";"A";"99.71";"A";"99.73";"A"
"2007-09";"96.85";"A";"96.85";"A";"96.85";"A";"96.85";"A";"96.85";"A";"96.85";"A";"96.85";"A";"96.84";"A";"96.84";"A";"96.84";"A";"96.84";"A";"96.85";"A";"96.85";"A";"96.84";"A";"96.72";"A";"96.71";"A";"96.71";"A";"96.71";"A";"96.71";"A";"96.72";"A";"96.71";"A";"96.71";"A";"96.7";"A";"96.7";"A";"96.7";"A";"96.71";"A"
"2007-10";"99.41";"A";"99.42";"A";"99.42";"A";"99.42";"A";"99.42";"A";"99.42";"A";"99.42";"A";"99.41";"A";"99.41";"A";"99.41";"A";"99.41";"A";"99.41";"A";"99.41";"A";"99.41";"A";"99.27";"A";"99.27";"A";"99.27";"A";"99.27";"A";"99.27";"A";"99.27";"A";"99.26";"A";"99.27";"A";"99.26";"A";"99.25";"A";"99.25";"A";"99.27";"A"
"2007-11";"98.76";"A";"98.76";"A";"98.76";"A";"98.76";"A";"98.76";"A";"98.76";"A";"98.76";"A";"98.75";"A";"98.75";"A";"98.75";"A";"98.75";"A";"98.75";"A";"98.75";"A";"98.75";"A";"98.62";"A";"98.61";"A";"98.62";"A";"98.61";"A";"98.61";"A";"98.62";"A";"98.61";"A";"98.61";"A";"98.6";"A";"98.6";"A";"98.6";"A";"98.62";"A"
"2007-12";"99.67";"A";"99.67";"A";"99.68";"A";"99.68";"A";"99.68";"A";"99.68";"A";"99.68";"A";"99.67";"A";"99.67";"A";"99.67";"A";"99.67";"A";"99.67";"A";"99.67";"A";"99.67";"A";"99.54";"A";"99.53";"A";"99.53";"A";"99.53";"A";"99.53";"A";"99.53";"A";"99.53";"A";"99.53";"A";"99.52";"A";"99.51";"A";"99.51";"A";"99.53";"A"
"2008-01";"98.53";"A";"98.53";"A";"98.54";"A";"98.54";"A";"98.54";"A";"98.54";"A";"98.53";"A";"98.53";"A";"98.52";"A";"98.53";"A";"98.53";"A";"98.53";"A";"98.53";"A";"98.53";"A";"98.39";"A";"98.38";"A";"98.38";"A";"98.38";"A";"98.38";"A";"98.39";"A";"98.38";"A";"98.38";"A";"98.37";"A";"98.37";"A";"98.37";"A";"98.38";"A"
"2008-02";"98.39";"A";"98.39";"A";"98.4";"A";"98.4";"A";"98.4";"A";"98.4";"A";"98.39";"A";"98.39";"A";"98.39";"A";"98.39";"A";"98.39";"A";"98.39";"A";"98.39";"A";"98.39";"A";"98.24";"A";"98.24";"A";"98.24";"A";"98.24";"A";"98.24";"A";"98.24";"A";"98.23";"A";"98.24";"A";"98.23";"A";"98.22";"A";"98.22";"A";"98.24";"A"
"2008-03";"97.89";"A";"97.89";"A";"97.9";"A";"97.9";"A";"97.9";"A";"97.9";"A";"97.89";"A";"97.89";"A";"97.89";"A";"97.89";"A";"97.89";"A";"97.89";"A";"97.89";"A";"97.89";"A";"97.74";"A";"97.74";"A";"97.74";"A";"97.74";"A";"97.73";"A";"97.74";"A";"97.73";"A";"97.74";"A";"97.73";"A";"97.72";"A";"97.72";"A";"97.74";"A"
"2008-04";"98.55";"A";"98.55";"A";"98.56";"A";"98.56";"A";"98.56";"A";"98.56";"A";"98.56";"A";"98.55";"A";"98.55";"A";"98.55";"A";"98.55";"A";"98.55";"A";"98.55";"A";"98.55";"A";"98.41";"A";"98.4";"A";"98.41";"A";"98.4";"A";"98.4";"A";"98.41";"A";"98.4";"A";"98.4";"A";"98.39";"A";"98.39";"A";"98.39";"A";"98.4";"A"
"2008-05";"96.29";"A";"96.3";"A";"96.3";"A";"96.3";"A";"96.3";"A";"96.3";"A";"96.3";"A";"96.29";"A";"96.29";"A";"96.29";"A";"96.29";"A";"96.29";"A";"96.29";"A";"96.29";"A";"96.15";"A";"96.15";"A";"96.15";"A";"96.14";"A";"96.14";"A";"96.15";"A";"96.14";"A";"96.14";"A";"96.14";"A";"96.13";"A";"96.13";"A";"96.15";"A"
"2008-06";"95.53";"A";"95.53";"A";"95.54";"A";"95.54";"A";"95.54";"A";"95.54";"A";"95.54";"A";"95.53";"A";"95.53";"A";"95.53";"A";"95.53";"A";"95.53";"A";"95.53";"A";"95.53";"A";"95.39";"A";"95.38";"A";"95.38";"A";"95.38";"A";"95.38";"A";"95.39";"A";"95.38";"A";"95.38";"A";"95.37";"A";"95.37";"A";"95.37";"A";"95.38";"A"
"2008-07";"97.58";"A";"97.58";"A";"97.59";"A";"97.59";"A";"97.59";"A";"97.59";"A";"97.59";"A";"97.58";"A";"97.58";"A";"97.58";"A";"97.58";"A";"97.58";"A";"97.58";"A";"97.58";"A";"97.42";"A";"97.42";"A";"97.42";"A";"97.42";"A";"97.42";"A";"97.42";"A";"97.41";"A";"97.42";"A";"97.41";"A";"97.41";"A";"97.4";"A";"97.42";"A"
"2008-08";"96.55";"A";"96.55";"A";"96.56";"A";"96.55";"A";"96.55";"A";"96.55";"A";"96.55";"A";"96.54";"A";"96.54";"A";"96.55";"A";"96.55";"A";"96.55";"A";"96.55";"A";"96.54";"A";"96.39";"A";"96.39";"A";"96.39";"A";"96.39";"A";"96.39";"A";"96.39";"A";"96.38";"A";"96.39";"A";"96.38";"A";"96.37";"A";"96.37";"A";"96.39";"A"
"2008-09";"97.52";"A";"97.52";"A";"97.53";"A";"97.53";"A";"97.53";"A";"97.53";"A";"97.53";"A";"97.52";"A";"97.52";"A";"97.52";"A";"97.52";"A";"97.52";"A";"97.52";"A";"97.52";"A";"97.36";"A";"97.36";"A";"97.36";"A";"97.35";"A";"97.35";"A";"97.36";"A";"97.35";"A";"97.35";"A";"97.35";"A";"97.34";"A";"97.34";"A";"97.36";"A"
"2008-10";"97.06";"A";"97.06";"A";"97.06";"A";"97.06";"A";"97.06";"A";"97.06";"A";"97.06";"A";"97.05";"A";"97.05";"A";"97.05";"A";"97.05";"A";"97.06";"A";"97.05";"A";"97.05";"A";"96.89";"A";"96.89";"A";"96.89";"A";"96.89";"A";"96.89";"A";"96.89";"A";"96.88";"A";"96.89";"A";"96.88";"A";"96.87";"A";"96.87";"A";"96.89";"A"
"2008-11";"94.53";"A";"94.54";"A";"94.54";"A";"94.54";"A";"94.54";"A";"94.54";"A";"94.54";"A";"94.53";"A";"94.53";"A";"94.53";"A";"94.53";"A";"94.53";"A";"94.53";"A";"94.53";"A";"94.37";"A";"94.37";"A";"94.37";"A";"94.37";"A";"94.37";"A";"94.37";"A";"94.36";"A";"94.37";"A";"94.36";"A";"94.35";"A";"94.35";"A";"94.37";"A"
"2008-12";"98.78";"A";"98.79";"A";"98.79";"A";"98.79";"A";"98.79";"A";"98.79";"A";"98.79";"A";"98.78";"A";"98.78";"A";"98.78";"A";"98.78";"A";"98.78";"A";"98.78";"A";"98.78";"A";"98.62";"A";"98.61";"A";"98.62";"A";"98.61";"A";"98.61";"A";"98.62";"A";"98.61";"A";"98.61";"A";"98.6";"A";"98.6";"A";"98.6";"A";"98.61";"A"
"2009-01";"96.05";"A";"96.05";"A";"96.06";"A";"96.05";"A";"96.05";"A";"96.05";"A";"96.05";"A";"96.04";"A";"96.04";"A";"96.05";"A";"96.04";"A";"96.05";"A";"96.05";"A";"96.04";"A";"95.87";"A";"95.87";"A";"95.87";"A";"95.87";"A";"95.87";"A";"95.87";"A";"95.86";"A";"95.87";"A";"95.86";"A";"95.85";"A";"95.85";"A";"95.87";"A"
"2009-02";"97.23";"A";"97.23";"A";"97.24";"A";"97.24";"A";"97.24";"A";"97.24";"A";"97.23";"A";"97.23";"A";"97.22";"A";"97.23";"A";"97.23";"A";"97.23";"A";"97.23";"A";"97.23";"A";"97.06";"A";"97.06";"A";"97.06";"A";"97.06";"A";"97.05";"A";"97.06";"A";"97.05";"A";"97.06";"A";"97.05";"A";"97.04";"A";"97.04";"A";"97.06";"A"
"2009-03";"96.96";"A";"96.96";"A";"96.97";"A";"96.96";"A";"96.96";"A";"96.97";"A";"96.96";"A";"96.96";"A";"96.95";"A";"96.96";"A";"96.96";"A";"96.96";"A";"96.96";"A";"96.96";"A";"96.78";"A";"96.78";"A";"96.78";"A";"96.78";"A";"96.78";"A";"96.78";"A";"96.77";"A";"96.78";"A";"96.77";"A";"96.77";"A";"96.76";"A";"96.78";"A"
"2009-04";"96.41";"A";"96.42";"A";"96.42";"A";"96.42";"A";"96.42";"A";"96.42";"A";"96.42";"A";"96.41";"A";"96.41";"A";"96.41";"A";"96.41";"A";"96.41";"A";"96.41";"A";"96.41";"A";"96.24";"A";"96.24";"A";"96.24";"A";"96.24";"A";"96.23";"A";"96.24";"A";"96.23";"A";"96.24";"A";"96.23";"A";"96.22";"A";"96.22";"A";"96.24";"A"
"2009-05";"98.34";"A";"98.34";"A";"98.34";"A";"98.34";"A";"98.34";"A";"98.34";"A";"98.34";"A";"98.33";"A";"98.33";"A";"98.33";"A";"98.33";"A";"98.33";"A";"98.33";"A";"98.33";"A";"98.15";"A";"98.15";"A";"98.15";"A";"98.14";"A";"98.14";"A";"98.15";"A";"98.14";"A";"98.14";"A";"98.14";"A";"98.13";"A";"98.13";"A";"98.15";"A"
"2009-06";"98.18";"A";"98.18";"A";"98.18";"A";"98.18";"A";"98.18";"A";"98.18";"A";"98.18";"A";"98.17";"A";"98.17";"A";"98.17";"A";"98.17";"A";"98.17";"A";"98.17";"A";"98.17";"A";"98.0";"A";"97.99";"A";"97.99";"A";"97.99";"A";"97.99";"A";"98.0";"A";"97.99";"A";"97.99";"A";"97.98";"A";"97.98";"A";"97.98";"A";"97.99";"A"
"2009-07";"97.99";"A";"97.99";"A";"97.99";"A";"97.99";"A";"97.99";"A";"97.99";"A";"97.99";"A";"97.98";"A";"97.98";"A";"97.98";"A";"97.98";"A";"97.98";"A";"97.98";"A";"97.98";"A";"97.82";"A";"97.81";"A";"97.82";"A";"97.81";"A";"97.81";"A";"97.82";"A";"97.81";"A";"97.81";"A";"97.8";"A";"97.8";"A";"97.8";"A";"97.81";"A"
"2009-08";"96.44";"A";"96.44";"A";"96.45";"A";"96.44";"A";"96.44";"A";"96.44";"A";"96.44";"A";"96.43";"A";"96.43";"A";"96.44";"A";"96.44";"A";"96.44";"A";"96.44";"A";"96.44";"A";"96.26";"A";"96.26";"A";"96.26";"A";"96.25";"A";"96.25";"A";"96.26";"A";"96.25";"A";"96.25";"A";"96.25";"A";"96.24";"A";"96.24";"A";"96.26";"A"
"2009-09";"97.2";"A";"97.21";"A";"97.21";"A";"97.21";"A";"97.21";"A";"97.21";"A";"97.21";"A";"97.2";"A";"97.2";"A";"97.2";"A";"97.2";"A";"97.2";"A";"97.2";"A";"97.2";"A";"97.02";"A";"97.02";"A";"97.02";"A";"97.02";"A";"97.02";"A";"97.02";"A";"97.01";"A";"97.02";"A";"97.01";"A";"97.0";"A";"97.0";"A";"97.02";"A"
"2009-10";"95.63";"A";"95.63";"A";"95.64";"A";"95.63";"A";"95.63";"A";"95.64";"A";"95.63";"A";"95.63";"A";"95.62";"A";"95.63";"A";"95.63";"A";"95.63";"A";"95.63";"A";"95.63";"A";"95.45";"A";"95.45";"A";"95.45";"A";"95.44";"A";"95.44";"A";"95.45";"A";"95.44";"A";"95.44";"A";"95.44";"A";"95.43";"A";"95.43";"A";"95.45";"A"
"2009-11";"97.37";"A";"97.37";"A";"97.38";"A";"97.37";"A";"97.37";"A";"97.37";"A";"97.37";"A";"97.36";"A";"97.36";"A";"97.37";"A";"97.37";"A";"97.37";"A";"97.37";"A";"97.36";"A";"97.18";"A";"97.18";"A";"97.18";"A";"97.17";"A";"97.17";"A";"97.18";"A";"97.17";"A";"97.17";"A";"97.17";"A";"97.16";"A";"97.16";"A";"97.18";"A"
"2009-12";"95.79";"A";"95.79";"A";"95.8";"A";"95.8";"A";"95.8";"A";"95.8";"A";"95.79";"A";"95.79";"A";"95.78";"A";"95.79";"A";"95.79";"A";"95.79";"A";"95.79";"A";"95.79";"A";"95.62";"A";"95.61";"A";"95.61";"A";"95.61";"A";"95.61";"A";"95.62";"A";"95.61";"A";"95.61";"A";"95.6";"A";"95.6";"A";"95.6";"A";"95.61";"A"
"2010-01";"98.19";"A";"98.19";"A";"98.2";"A";"98.2";"A";"98.2";"A";"98.2";"A";"98.2";"A";"98.19";"A";"98.19";"A";"98.19";"A";"98.19";"A";"98.19";"A";"98.19";"A";"98.19";"A";"98.0";"A";"98.0";"A";"98.0";"A";"98.0";"A";"98.0";"A";"98.0";"A";"97.99";"A";"98.0";"A";"97.99";"A";"97.99";"A";"97.98";"A";"98.0";"A"
"2010-02";"97.58";"A";"97.58";"A";"97.59";"A";"97.58";"A";"97.58";"A";"97.59";"A";"97.58";"A";"97.58";"A";"97.57";"A";"97.58";"A";"97.58";"A";"97.58";"A";"97.58";"A";"97.58";"A";"97.4";"A";"97.39";"A";"97.39";"A";"97.39";"A";"97.39";"A";"97.4";"A";"97.39";"A";"97.39";"A";"97.38";"A";"97.38";"A";"97.38";"A";"97.39";"A"
"2010-03";"98.12";"A";"98.12";"A";"98.13";"A";"98.12";"A";"98.13";"A";"98.13";"A";"98.12";"A";"98.12";"A";"98.11";"A";"98.12";"A";"98.12";"A";"98.12";"A";"98.12";"A";"98.12";"A";"97.94";"A";"97.94";"A";"97.94";"A";"97.94";"A";"97.93";"A";"97.94";"A";"97.93";"A";"97.94";"A";"97.93";"A";"97.92";"A";"97.92";"A";"97.94";"A"
"2010-04";"96.37";"A";"96.37";"A";"96.38";"A";"96.38";"A";"96.38";"A";"96.38";"A";"96.37";"A";"96.37";"A";"96.37";"A";"96.37";"A";"96.37";"A";"96.37";"A";"96.37";"A";"96.37";"A";"96.19";"A";"96.19";"A";"96.19";"A";"96.18";"A";"96.18";"A";"96.19";"A";"96.18";"A";"96.18";"A";"96.18";"A";"96.17";"A";"96.17";"A";"96.19";"A"
"2010-05";"98.16";"A";"98.16";"A";"98.17";"A";"98.16";"A";"98.17";"A";"98.17";"A";"98.16";"A";"98.16";"A";"98.15";"A";"98.16";"A";"98.16";"A";"98.16";"A";"98.16";"A";"98.16";"A";"97.98";"A";"97.97";"A";"97.97";"A";"97.97";"A";"97.97";"A";"97.98";"A";"97.97";"A";"97.97";"A";"97.96";"A";"97.96";"A";"97.96";"A";"97.97";"A"
"2010-06";"97.27";"A";"97.27";"A";"97.27";"A";"97.27";"A";"97.27";"A";"97.27";"A";"97.27";"A";"97.26";"A";"97.26";"A";"97.26";"A";"97.26";"A";"97.26";"A";"97.26";"A";"97.26";"A";"97.09";"A";"97.09";"A";"97.09";"A";"97.08";"A";"97.08";"A";"97.09";"A";"97.08";"A";"97.08";"A";"97.08";"A";"97.07";"A";"97.07";"A";"97.09";"A"
"2010-07";"98.5";"A";"98.51";"A";"98.51";"A";"98.51";"A";"98.51";"A";"98.51";"A";"98.51";"A";"98.5";"A";"98.5";"A";"98.5";"A";"98.5";"A";"98.5";"A";"98.5";"A";"98.5";"A";"98.32";"A";"98.32";"A";"98.32";"A";"98.32";"A";"98.32";"A";"98.32";"A";"98.32";"A";"98.32";"A";"98.31";"A";"98.31";"A";"98.31";"A";"98.32";"A"
"2010-08";"96.94";"A";"96.94";"A";"96.95";"A";"96.95";"A";"96.95";"A";"96.95";"A";"96.95";"A";"96.94";"A";"96.94";"A";"96.94";"A";"96.94";"A";"96.94";"A";"96.94";"A";"96.94";"A";"96.76";"A";"96.76";"A";"96.76";"A";"96.76";"A";"96.76";"A";"96.76";"A";"96.75";"A";"96.76";"A";"96.75";"A";"96.75";"A";"96.74";"A";"96.76";"A"
"2010-09";"98.3";"A";"98.3";"A";"98.3";"A";"98.3";"A";"98.3";"A";"98.3";"A";"98.3";"A";"98.29";"A";"98.29";"A";"98.29";"A";"98.29";"A";"98.3";"A";"98.3";"A";"98.29";"A";"98.11";"A";"98.11";"A";"98.11";"A";"98.11";"A";"98.11";"A";"98.12";"A";"98.11";"A";"98.11";"A";"98.1";"A";"98.1";"A";"98.1";"A";"98.11";"A"
"2010-10";"98.48";"A";"98.49";"A";"98.49";"A";"98.49";"A";"98.49";"A";"98.49";"A";"98.49";"A";"98.48";"A";"98.48";"A";"98.48";"A";"98.48";"A";"98.48";"A";"98.48";"A";"98.48";"A";"98.31";"A";"98.3";"A";"98.31";"A";"98.3";"A";"98.3";"A";"98.31";"A";"98.3";"A";"98.3";"A";"98.3";"A";"98.29";"A";"98.29";"A";"98.31";"A"
"2010-11";"98.46";"A";"98.46";"A";"98.47";"A";"98.47";"A";"98.47";"A";"98.47";"A";"98.47";"A";"98.46";"A";"98.46";"A";"98.46";"A";"98.46";"A";"98.46";"A";"98.46";"A";"98.46";"A";"98.29";"A";"98.28";"A";"98.28";"A";"98.28";"A";"98.28";"A";"98.29";"A";"98.28";"A";"98.28";"A";"98.27";"A";"98.27";"A";"98.27";"A";"98.28";"A"
"2010-12";"96.51";"A";"96.51";"A";"96.51";"A";"96.51";"A";"96.51";"A";"96.51";"A";"96.51";"A";"96.5";"A";"96.5";"A";"96.5";"A";"96.5";"A";"96.51";"A";"96.51";"A";"96.5";"A";"96.32";"A";"96.32";"A";"96.32";"A";"96.32";"A";"96.32";"A";"96.32";"A";"96.32";"A";"96.32";"A";"96.31";"A";"96.31";"A";"96.31";"A";"96.32";"A"
"2011-01";"100.66";"A";"100.67";"A";"100.67";"A";"100.67";"A";"100.67";"A";"100.67";"A";"100.67";"A";"100.66";"A";"100.66";"A";"100.66";"A";"100.66";"A";"100.66";"A";"100.66";"A";"100.66";"A";"100.48";"A";"100.48";"A";"100.48";"A";"100.48";"A";"100.48";"A";"100.48";"A";"100.47";"A";"100.48";"A";"100.47";"A";"100.47";"A";"100.46";"A";"100.48";"A"
"2011-02";"100.37";"A";"100.37";"A";"100.37";"A";"100.37";"A";"100.37";"A";"100.37";"A";"100.37";"A";"100.36";"A";"100.36";"A";"100.36";"A";"100.36";"A";"100.36";"A";"100.36";"A";"100.36";"A";"100.18";"A";"100.17";"A";"100.18";"A";"100.17";"A";"100.17";"A";"100.18";"A";"100.17";"A";"100.17";"A";"100.16";"A";"100.16";"A";"100.16";"A";"100.18";"A"
"2011-03";"101.68";"A";"101.68";"A";"101.68";"A";"101.68";"A";"101.68";"A";"101.68";"A";"101.68";"A";"101.67";"A";"101.67";"A";"101.67";"A";"101.67";"A";"101.68";"A";"101.67";"A";"101.67";"A";"101.48";"A";"101.48";"A";"101.48";"A";"101.48";"A";"101.48";"A";"101.48";"A";"101.47";"A";"101.48";"A";"101.47";"A";"101.46";"A";"101.46";"A";"101.48";"A"
"2011-04";"99.74";"A";"99.74";"A";"99.74";"A";"99.74";"A";"99.74";"A";"99.74";"A";"99.74";"A";"99.73";"A";"99.73";"A";"99.73";"A";"99.73";"A";"99.74";"A";"99.73";"A";"99.73";"A";"99.56";"A";"99.56";"A";"99.56";"A";"99.55";"A";"99.55";"A";"99.56";"A";"99.55";"A";"99.55";"A";"99.55";"A";"99.54";"A";"99.54";"A";"99.56";"A"
"2011-05";"99.58";"A";"99.58";"A";"99.59";"A";"99.59";"A";"99.59";"A";"99.59";"A";"99.59";"A";"99.58";"A";"99.58";"A";"99.58";"A";"99.58";"A";"99.58";"A";"99.58";"A";"99.58";"A";"99.4";"A";"99.39";"A";"99.4";"A";"99.39";"A";"99.39";"A";"99.4";"A";"99.39";"A";"99.39";"A";"99.38";"A";"99.38";"A";"99.38";"A";"99.39";"A"
"2011-06";"102.12";"A";"102.13";"A";"102.13";"A";"102.13";"A";"102.13";"A";"102.13";"A";"102.13";"A";"102.12";"A";"102.12";"A";"102.12";"A";"102.12";"A";"102.12";"A";"102.12";"A";"102.12";"A";"101.93";"A";"101.93";"A";"101.93";"A";"101.92";"A";"101.92";"A";"101.93";"A";"101.92";"A";"101.92";"A";"101.92";"A";"101.91";"A";"101.91";"A";"101.93";"A"
"2011-07";"103.24";"A";"103.24";"A";"103.25";"A";"103.25";"A";"103.25";"A";"103.25";"A";"103.24";"A";"103.24";"A";"103.23";"A";"103.24";"A";"103.24";"A";"103.24";"A";"103.24";"A";"103.24";"A";"103.05";"A";"103.04";"A";"103.05";"A";"103.04";"A";"103.04";"A";"103.05";"A";"103.04";"A";"103.04";"A";"103.03";"A";"103.03";"A";"103.03";"A";"103.04";"A"
"2011-08";"100.48";"A";"100.48";"A";"100.49";"A";"100.49";"A";"100.49";"A";"100.49";"A";"100.48";"A";"100.48";"A";"100.47";"A";"100.48";"A";"100.48";"A";"100.48";"A";"100.48";"A";"100.48";"A";"100.29";"A";"100.29";"A";"100.29";"A";"100.29";"A";"100.29";"A";"100.3";"A";"100.29";"A";"100.29";"A";"100.28";"A";"100.28";"A";"100.28";"A";"100.29";"A"
"2011-09";"101.04";"A";"101.04";"A";"101.05";"A";"101.05";"A";"101.05";"A";"101.05";"A";"101.04";"A";"101.04";"A";"101.03";"A";"101.04";"A";"101.04";"A";"101.04";"A";"101.04";"A";"101.04";"A";"100.85";"A";"100.85";"A";"100.85";"A";"100.84";"A";"100.84";"A";"100.85";"A";"100.84";"A";"100.84";"A";"100.84";"A";"100.83";"A";"100.83";"A";"100.85";"A"
"2011-10";"100.93";"A";"100.93";"A";"100.94";"A";"100.93";"A";"100.93";"A";"100.93";"A";"100.93";"A";"100.92";"A";"100.92";"A";"100.93";"A";"100.93";"A";"100.93";"A";"100.93";"A";"100.93";"A";"100.76";"A";"100.76";"A";"100.76";"A";"100.76";"A";"100.75";"A";"100.76";"A";"100.75";"A";"100.76";"A";"100.75";"A";"100.74";"A";"100.74";"A";"100.76";"A"
"2011-11";"101.26";"A";"101.26";"A";"101.27";"A";"101.27";"A";"101.27";"A";"101.27";"A";"101.26";"A";"101.26";"A";"101.25";"A";"101.26";"A";"101.26";"A";"101.26";"A";"101.26";"A";"101.26";"A";"101.08";"A";"101.08";"A";"101.08";"A";"101.07";"A";"101.07";"A";"101.08";"A";"101.07";"A";"101.07";"A";"101.07";"A";"101.06";"A";"101.06";"A";"101.08";"A"
"2011-12";"98.8";"A";"98.81";"A";"98.81";"A";"98.81";"A";"98.81";"A";"98.81";"A";"98.81";"A";"98.8";"A";"98.8";"A";"98.8";"A";"98.8";"A";"98.8";"A";"98.8";"A";"98.8";"A";"98.61";"A";"98.61";"A";"98.61";"A";"98.61";"A";"98.61";"A";"98.61";"A";"98.6";"A";"98.61";"A";"98.6";"A";"98.59";"A";"98.59";"A";"98.61";"A"
"2012-01";"99.37";"A";"99.37";"A";"99.38";"A";"99.37";"A";"99.37";"A";"99.37";"A";"99.37";"A";"99.36";"A";"99.36";"A";"99.37";"A";"99.37";"A";"99.37";"A";"99.37";"A";"99.36";"A";"99.17";"A";"99.17";"A";"99.19";"A";"99.19";"A";"99.15";"A";"99.17";"A";"99.16";"A";"99.17";"A";"99.16";"A";"99.17";"A";"99.17";"A";"99.18";"A"
"2012-02";"100.11";"A";"100.11";"A";"100.12";"A";"100.11";"A";"100.12";"A";"100.12";"A";"100.11";"A";"100.11";"A";"100.1";"A";"100.11";"A";"100.11";"A";"100.11";"A";"100.11";"A";"100.11";"A";"99.91";"A";"99.88";"A";"99.89";"A";"99.88";"A";"99.88";"A";"99.91";"A";"99.89";"A";"99.89";"A";"99.85";"A";"99.81";"A";"99.78";"A";"99.93";"A"
"2012-03";"100.38";"A";"100.38";"A";"100.39";"A";"100.39";"A";"100.39";"A";"100.39";"A";"100.39";"A";"100.38";"A";"100.38";"A";"100.38";"A";"100.38";"A";"100.38";"A";"100.38";"A";"100.38";"A";"100.18";"A";"100.17";"A";"100.16";"A";"100.17";"A";"100.16";"A";"100.14";"A";"100.13";"A";"100.15";"A";"100.17";"A";"100.13";"A";"100.14";"A";"100.16";"A"
