"Libellé";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Industries alimentaires (NAF rév. 2, niveau division, poste 10)";"Codes"
"1998-01";"100.83";"A";"100.84";"A";"100.84";"A";"100.84";"A";"100.84";"A";"100.84";"A";"100.84";"A";"100.83";"A";"100.83";"A";"100.84";"A";"100.84";"A";"100.84";"A";"100.84";"A";"100.83";"A";"100.72";"A";"100.72";"A";"100.72";"A";"100.72";"A";"100.71";"A";"100.72";"A";"100.71";"A";"100.71";"A";"100.71";"A";"100.7";"A";"100.7";"A";"100.72";"A"
"1998-02";"99.47";"A";"99.47";"A";"99.48";"A";"99.47";"A";"99.47";"A";"99.47";"A";"99.47";"A";"99.46";"A";"99.46";"A";"99.47";"A";"99.47";"A";"99.47";"A";"99.47";"A";"99.47";"A";"99.36";"A";"99.36";"A";"99.36";"A";"99.36";"A";"99.36";"A";"99.37";"A";"99.35";"A";"99.36";"A";"99.35";"A";"99.34";"A";"99.35";"A";"99.36";"A"
"1998-03";"99.35";"A";"99.35";"A";"99.36";"A";"99.36";"A";"99.36";"A";"99.36";"A";"99.36";"A";"99.35";"A";"99.35";"A";"99.36";"A";"99.35";"A";"99.36";"A";"99.35";"A";"99.35";"A";"99.25";"A";"99.25";"A";"99.25";"A";"99.25";"A";"99.24";"A";"99.25";"A";"99.24";"A";"99.24";"A";"99.24";"A";"99.23";"A";"99.23";"A";"99.25";"A"
"1998-04";"97.8";"A";"97.8";"A";"97.81";"A";"97.81";"A";"97.81";"A";"97.81";"A";"97.8";"A";"97.8";"A";"97.8";"A";"97.8";"A";"97.8";"A";"97.8";"A";"97.8";"A";"97.8";"A";"97.7";"A";"97.7";"A";"97.7";"A";"97.7";"A";"97.7";"A";"97.71";"A";"97.7";"A";"97.7";"A";"97.69";"A";"97.69";"A";"97.69";"A";"97.7";"A"
"1998-05";"97.18";"A";"97.18";"A";"97.19";"A";"97.19";"A";"97.19";"A";"97.19";"A";"97.19";"A";"97.18";"A";"97.18";"A";"97.18";"A";"97.18";"A";"97.19";"A";"97.18";"A";"97.18";"A";"97.08";"A";"97.08";"A";"97.08";"A";"97.08";"A";"97.08";"A";"97.09";"A";"97.07";"A";"97.08";"A";"97.07";"A";"97.07";"A";"97.07";"A";"97.08";"A"
"1998-06";"97.08";"A";"97.09";"A";"97.09";"A";"97.09";"A";"97.09";"A";"97.09";"A";"97.09";"A";"97.08";"A";"97.08";"A";"97.09";"A";"97.09";"A";"97.09";"A";"97.08";"A";"97.08";"A";"97.0";"A";"97.0";"A";"97.0";"A";"97.0";"A";"96.99";"A";"97.0";"A";"96.99";"A";"96.99";"A";"96.99";"A";"96.98";"A";"96.98";"A";"97.0";"A"
"1998-07";"99.56";"A";"99.57";"A";"99.57";"A";"99.57";"A";"99.57";"A";"99.57";"A";"99.57";"A";"99.56";"A";"99.56";"A";"99.57";"A";"99.57";"A";"99.57";"A";"99.57";"A";"99.56";"A";"99.47";"A";"99.46";"A";"99.47";"A";"99.46";"A";"99.46";"A";"99.47";"A";"99.46";"A";"99.46";"A";"99.45";"A";"99.45";"A";"99.45";"A";"99.47";"A"
"1998-08";"96.26";"A";"96.26";"A";"96.27";"A";"96.27";"A";"96.27";"A";"96.27";"A";"96.27";"A";"96.26";"A";"96.26";"A";"96.26";"A";"96.26";"A";"96.26";"A";"96.26";"A";"96.26";"A";"96.16";"A";"96.15";"A";"96.16";"A";"96.15";"A";"96.15";"A";"96.16";"A";"96.15";"A";"96.15";"A";"96.15";"A";"96.14";"A";"96.14";"A";"96.16";"A"
"1998-09";"96.33";"A";"96.33";"A";"96.34";"A";"96.33";"A";"96.33";"A";"96.33";"A";"96.33";"A";"96.32";"A";"96.32";"A";"96.33";"A";"96.33";"A";"96.33";"A";"96.33";"A";"96.33";"A";"96.23";"A";"96.23";"A";"96.23";"A";"96.23";"A";"96.22";"A";"96.23";"A";"96.22";"A";"96.22";"A";"96.22";"A";"96.21";"A";"96.21";"A";"96.23";"A"
"1998-10";"97.0";"A";"97.0";"A";"97.01";"A";"97.01";"A";"97.01";"A";"97.01";"A";"97.0";"A";"97.0";"A";"96.99";"A";"97.0";"A";"97.0";"A";"97.0";"A";"97.0";"A";"97.0";"A";"96.9";"A";"96.9";"A";"96.9";"A";"96.9";"A";"96.9";"A";"96.91";"A";"96.9";"A";"96.9";"A";"96.89";"A";"96.89";"A";"96.89";"A";"96.91";"A"
"1998-11";"94.76";"A";"94.77";"A";"94.77";"A";"94.77";"A";"94.77";"A";"94.77";"A";"94.77";"A";"94.76";"A";"94.76";"A";"94.76";"A";"94.76";"A";"94.76";"A";"94.76";"A";"94.76";"A";"94.67";"A";"94.67";"A";"94.67";"A";"94.67";"A";"94.67";"A";"94.68";"A";"94.66";"A";"94.67";"A";"94.66";"A";"94.66";"A";"94.66";"A";"94.67";"A"
"1998-12";"96.4";"A";"96.4";"A";"96.41";"A";"96.41";"A";"96.41";"A";"96.41";"A";"96.4";"A";"96.4";"A";"96.4";"A";"96.4";"A";"96.4";"A";"96.4";"A";"96.4";"A";"96.4";"A";"96.3";"A";"96.3";"A";"96.3";"A";"96.3";"A";"96.3";"A";"96.31";"A";"96.29";"A";"96.3";"A";"96.29";"A";"96.29";"A";"96.29";"A";"96.3";"A"
"1999-01";"97.98";"A";"97.99";"A";"97.99";"A";"97.99";"A";"97.99";"A";"97.99";"A";"97.99";"A";"97.98";"A";"97.98";"A";"97.99";"A";"97.99";"A";"97.99";"A";"97.98";"A";"97.98";"A";"97.89";"A";"97.89";"A";"97.89";"A";"97.89";"A";"97.89";"A";"97.89";"A";"97.88";"A";"97.89";"A";"97.88";"A";"97.87";"A";"97.87";"A";"97.89";"A"
"1999-02";"96.7";"A";"96.71";"A";"96.71";"A";"96.71";"A";"96.71";"A";"96.71";"A";"96.71";"A";"96.7";"A";"96.7";"A";"96.7";"A";"96.7";"A";"96.71";"A";"96.7";"A";"96.7";"A";"96.62";"A";"96.61";"A";"96.62";"A";"96.61";"A";"96.61";"A";"96.62";"A";"96.61";"A";"96.61";"A";"96.6";"A";"96.6";"A";"96.6";"A";"96.62";"A"
"1999-03";"97.82";"A";"97.82";"A";"97.83";"A";"97.82";"A";"97.82";"A";"97.82";"A";"97.82";"A";"97.81";"A";"97.81";"A";"97.82";"A";"97.82";"A";"97.82";"A";"97.82";"A";"97.81";"A";"97.73";"A";"97.73";"A";"97.73";"A";"97.73";"A";"97.73";"A";"97.73";"A";"97.72";"A";"97.73";"A";"97.72";"A";"97.71";"A";"97.71";"A";"97.73";"A"
"1999-04";"95.62";"A";"95.62";"A";"95.63";"A";"95.63";"A";"95.63";"A";"95.63";"A";"95.62";"A";"95.62";"A";"95.62";"A";"95.62";"A";"95.62";"A";"95.62";"A";"95.62";"A";"95.62";"A";"95.53";"A";"95.53";"A";"95.53";"A";"95.53";"A";"95.53";"A";"95.54";"A";"95.53";"A";"95.53";"A";"95.52";"A";"95.52";"A";"95.52";"A";"95.53";"A"
"1999-05";"96.06";"A";"96.07";"A";"96.07";"A";"96.07";"A";"96.07";"A";"96.07";"A";"96.07";"A";"96.06";"A";"96.06";"A";"96.07";"A";"96.07";"A";"96.07";"A";"96.06";"A";"96.06";"A";"95.96";"A";"95.96";"A";"95.96";"A";"95.96";"A";"95.95";"A";"95.96";"A";"95.95";"A";"95.95";"A";"95.95";"A";"95.94";"A";"95.94";"A";"95.96";"A"
"1999-06";"97.54";"A";"97.54";"A";"97.55";"A";"97.55";"A";"97.55";"A";"97.55";"A";"97.54";"A";"97.54";"A";"97.53";"A";"97.54";"A";"97.54";"A";"97.54";"A";"97.54";"A";"97.54";"A";"97.46";"A";"97.46";"A";"97.46";"A";"97.46";"A";"97.45";"A";"97.46";"A";"97.45";"A";"97.45";"A";"97.45";"A";"97.44";"A";"97.44";"A";"97.46";"A"
"1999-07";"98.02";"A";"98.02";"A";"98.03";"A";"98.02";"A";"98.02";"A";"98.02";"A";"98.02";"A";"98.02";"A";"98.01";"A";"98.02";"A";"98.02";"A";"98.02";"A";"98.02";"A";"98.02";"A";"97.92";"A";"97.92";"A";"97.92";"A";"97.92";"A";"97.92";"A";"97.93";"A";"97.92";"A";"97.92";"A";"97.91";"A";"97.91";"A";"97.91";"A";"97.92";"A"
"1999-08";"95.71";"A";"95.71";"A";"95.72";"A";"95.71";"A";"95.71";"A";"95.71";"A";"95.71";"A";"95.7";"A";"95.7";"A";"95.71";"A";"95.71";"A";"95.71";"A";"95.71";"A";"95.7";"A";"95.6";"A";"95.59";"A";"95.6";"A";"95.59";"A";"95.59";"A";"95.6";"A";"95.59";"A";"95.59";"A";"95.58";"A";"95.58";"A";"95.58";"A";"95.6";"A"
"1999-09";"98.78";"A";"98.78";"A";"98.79";"A";"98.79";"A";"98.79";"A";"98.79";"A";"98.78";"A";"98.78";"A";"98.77";"A";"98.78";"A";"98.78";"A";"98.78";"A";"98.78";"A";"98.78";"A";"98.68";"A";"98.67";"A";"98.68";"A";"98.67";"A";"98.67";"A";"98.68";"A";"98.67";"A";"98.67";"A";"98.66";"A";"98.66";"A";"98.66";"A";"98.68";"A"
"1999-10";"100.18";"A";"100.19";"A";"100.2";"A";"100.19";"A";"100.19";"A";"100.19";"A";"100.19";"A";"100.18";"A";"100.18";"A";"100.19";"A";"100.19";"A";"100.19";"A";"100.19";"A";"100.18";"A";"100.08";"A";"100.08";"A";"100.08";"A";"100.08";"A";"100.08";"A";"100.08";"A";"100.07";"A";"100.08";"A";"100.07";"A";"100.06";"A";"100.06";"A";"100.08";"A"
"1999-11";"100.19";"A";"100.2";"A";"100.2";"A";"100.2";"A";"100.2";"A";"100.2";"A";"100.2";"A";"100.19";"A";"100.19";"A";"100.2";"A";"100.2";"A";"100.2";"A";"100.2";"A";"100.19";"A";"100.1";"A";"100.1";"A";"100.1";"A";"100.09";"A";"100.09";"A";"100.1";"A";"100.09";"A";"100.09";"A";"100.08";"A";"100.08";"A";"100.08";"A";"100.1";"A"
"1999-12";"94.55";"A";"94.55";"A";"94.56";"A";"94.56";"A";"94.56";"A";"94.56";"A";"94.55";"A";"94.55";"A";"94.54";"A";"94.55";"A";"94.55";"A";"94.55";"A";"94.55";"A";"94.55";"A";"94.46";"A";"94.46";"A";"94.46";"A";"94.46";"A";"94.46";"A";"94.47";"A";"94.45";"A";"94.46";"A";"94.45";"A";"94.45";"A";"94.45";"A";"94.46";"A"
"2000-01";"93.95";"A";"93.95";"A";"93.96";"A";"93.96";"A";"93.96";"A";"93.96";"A";"93.96";"A";"93.95";"A";"93.95";"A";"93.95";"A";"93.95";"A";"93.95";"A";"93.95";"A";"93.95";"A";"93.85";"A";"93.85";"A";"93.85";"A";"93.85";"A";"93.85";"A";"93.86";"A";"93.85";"A";"93.85";"A";"93.84";"A";"93.84";"A";"93.84";"A";"93.85";"A"
"2000-02";"95.16";"A";"95.16";"A";"95.17";"A";"95.16";"A";"95.16";"A";"95.16";"A";"95.16";"A";"95.15";"A";"95.15";"A";"95.16";"A";"95.16";"A";"95.16";"A";"95.16";"A";"95.15";"A";"95.06";"A";"95.05";"A";"95.06";"A";"95.05";"A";"95.05";"A";"95.06";"A";"95.05";"A";"95.05";"A";"95.04";"A";"95.04";"A";"95.04";"A";"95.06";"A"
"2000-03";"95.88";"A";"95.89";"A";"95.89";"A";"95.89";"A";"95.89";"A";"95.89";"A";"95.89";"A";"95.88";"A";"95.88";"A";"95.88";"A";"95.88";"A";"95.89";"A";"95.88";"A";"95.88";"A";"95.79";"A";"95.78";"A";"95.79";"A";"95.78";"A";"95.78";"A";"95.79";"A";"95.78";"A";"95.78";"A";"95.77";"A";"95.77";"A";"95.77";"A";"95.79";"A"
"2000-04";"97.19";"A";"97.2";"A";"97.2";"A";"97.2";"A";"97.2";"A";"97.2";"A";"97.2";"A";"97.19";"A";"97.19";"A";"97.2";"A";"97.2";"A";"97.2";"A";"97.2";"A";"97.19";"A";"97.09";"A";"97.09";"A";"97.09";"A";"97.09";"A";"97.09";"A";"97.09";"A";"97.08";"A";"97.09";"A";"97.08";"A";"97.07";"A";"97.08";"A";"97.09";"A"
"2000-05";"97.18";"A";"97.18";"A";"97.19";"A";"97.18";"A";"97.18";"A";"97.18";"A";"97.18";"A";"97.17";"A";"97.17";"A";"97.18";"A";"97.18";"A";"97.18";"A";"97.18";"A";"97.18";"A";"97.07";"A";"97.07";"A";"97.07";"A";"97.07";"A";"97.07";"A";"97.08";"A";"97.07";"A";"97.07";"A";"97.06";"A";"97.06";"A";"97.06";"A";"97.07";"A"
"2000-06";"95.49";"A";"95.49";"A";"95.49";"A";"95.49";"A";"95.49";"A";"95.49";"A";"95.49";"A";"95.48";"A";"95.48";"A";"95.48";"A";"95.48";"A";"95.49";"A";"95.48";"A";"95.48";"A";"95.39";"A";"95.38";"A";"95.39";"A";"95.38";"A";"95.38";"A";"95.39";"A";"95.38";"A";"95.38";"A";"95.37";"A";"95.37";"A";"95.37";"A";"95.39";"A"
"2000-07";"97.96";"A";"97.97";"A";"97.97";"A";"97.97";"A";"97.97";"A";"97.97";"A";"97.97";"A";"97.96";"A";"97.96";"A";"97.96";"A";"97.96";"A";"97.97";"A";"97.96";"A";"97.96";"A";"97.87";"A";"97.87";"A";"97.87";"A";"97.87";"A";"97.87";"A";"97.87";"A";"97.86";"A";"97.86";"A";"97.86";"A";"97.85";"A";"97.85";"A";"97.87";"A"
"2000-08";"98.26";"A";"98.26";"A";"98.27";"A";"98.27";"A";"98.27";"A";"98.27";"A";"98.26";"A";"98.26";"A";"98.25";"A";"98.26";"A";"98.26";"A";"98.26";"A";"98.26";"A";"98.26";"A";"98.16";"A";"98.16";"A";"98.16";"A";"98.16";"A";"98.16";"A";"98.16";"A";"98.15";"A";"98.16";"A";"98.15";"A";"98.14";"A";"98.14";"A";"98.16";"A"
"2000-09";"96.78";"A";"96.78";"A";"96.79";"A";"96.79";"A";"96.79";"A";"96.79";"A";"96.79";"A";"96.78";"A";"96.78";"A";"96.78";"A";"96.78";"A";"96.78";"A";"96.78";"A";"96.78";"A";"96.68";"A";"96.68";"A";"96.68";"A";"96.68";"A";"96.68";"A";"96.68";"A";"96.67";"A";"96.68";"A";"96.67";"A";"96.66";"A";"96.66";"A";"96.68";"A"
"2000-10";"96.71";"A";"96.71";"A";"96.72";"A";"96.71";"A";"96.71";"A";"96.71";"A";"96.71";"A";"96.7";"A";"96.7";"A";"96.71";"A";"96.71";"A";"96.71";"A";"96.71";"A";"96.71";"A";"96.61";"A";"96.6";"A";"96.61";"A";"96.6";"A";"96.6";"A";"96.61";"A";"96.6";"A";"96.6";"A";"96.59";"A";"96.59";"A";"96.59";"A";"96.61";"A"
"2000-11";"95.58";"A";"95.58";"A";"95.59";"A";"95.59";"A";"95.59";"A";"95.59";"A";"95.58";"A";"95.58";"A";"95.58";"A";"95.58";"A";"95.58";"A";"95.58";"A";"95.58";"A";"95.58";"A";"95.48";"A";"95.47";"A";"95.48";"A";"95.47";"A";"95.47";"A";"95.48";"A";"95.47";"A";"95.47";"A";"95.46";"A";"95.46";"A";"95.46";"A";"95.48";"A"
"2000-12";"97.35";"A";"97.36";"A";"97.36";"A";"97.36";"A";"97.36";"A";"97.36";"A";"97.36";"A";"97.35";"A";"97.35";"A";"97.36";"A";"97.35";"A";"97.36";"A";"97.35";"A";"97.35";"A";"97.25";"A";"97.25";"A";"97.25";"A";"97.25";"A";"97.25";"A";"97.25";"A";"97.24";"A";"97.25";"A";"97.24";"A";"97.23";"A";"97.23";"A";"97.25";"A"
"2001-01";"93.81";"A";"93.81";"A";"93.82";"A";"93.81";"A";"93.81";"A";"93.81";"A";"93.81";"A";"93.8";"A";"93.8";"A";"93.81";"A";"93.81";"A";"93.81";"A";"93.81";"A";"93.8";"A";"93.71";"A";"93.71";"A";"93.71";"A";"93.71";"A";"93.71";"A";"93.71";"A";"93.7";"A";"93.71";"A";"93.7";"A";"93.69";"A";"93.69";"A";"93.71";"A"
"2001-02";"95.71";"A";"95.72";"A";"95.72";"A";"95.72";"A";"95.72";"A";"95.72";"A";"95.72";"A";"95.71";"A";"95.71";"A";"95.71";"A";"95.71";"A";"95.71";"A";"95.71";"A";"95.71";"A";"95.61";"A";"95.61";"A";"95.61";"A";"95.61";"A";"95.61";"A";"95.62";"A";"95.61";"A";"95.61";"A";"95.6";"A";"95.6";"A";"95.6";"A";"95.61";"A"
"2001-03";"94.22";"A";"94.23";"A";"94.23";"A";"94.23";"A";"94.23";"A";"94.23";"A";"94.23";"A";"94.22";"A";"94.22";"A";"94.22";"A";"94.22";"A";"94.22";"A";"94.22";"A";"94.22";"A";"94.13";"A";"94.12";"A";"94.13";"A";"94.12";"A";"94.12";"A";"94.13";"A";"94.12";"A";"94.12";"A";"94.11";"A";"94.11";"A";"94.11";"A";"94.13";"A"
"2001-04";"98.95";"A";"98.95";"A";"98.96";"A";"98.95";"A";"98.95";"A";"98.95";"A";"98.95";"A";"98.94";"A";"98.94";"A";"98.95";"A";"98.95";"A";"98.95";"A";"98.95";"A";"98.95";"A";"98.84";"A";"98.84";"A";"98.84";"A";"98.84";"A";"98.84";"A";"98.85";"A";"98.84";"A";"98.84";"A";"98.83";"A";"98.83";"A";"98.83";"A";"98.84";"A"
"2001-05";"99.24";"A";"99.25";"A";"99.25";"A";"99.25";"A";"99.25";"A";"99.25";"A";"99.25";"A";"99.24";"A";"99.24";"A";"99.24";"A";"99.24";"A";"99.24";"A";"99.24";"A";"99.24";"A";"99.14";"A";"99.14";"A";"99.14";"A";"99.14";"A";"99.14";"A";"99.14";"A";"99.13";"A";"99.14";"A";"99.13";"A";"99.12";"A";"99.12";"A";"99.14";"A"
"2001-06";"97.78";"A";"97.78";"A";"97.79";"A";"97.79";"A";"97.79";"A";"97.79";"A";"97.78";"A";"97.78";"A";"97.77";"A";"97.78";"A";"97.78";"A";"97.78";"A";"97.78";"A";"97.78";"A";"97.67";"A";"97.67";"A";"97.67";"A";"97.67";"A";"97.67";"A";"97.68";"A";"97.67";"A";"97.67";"A";"97.66";"A";"97.66";"A";"97.66";"A";"97.68";"A"
"2001-07";"97.14";"A";"97.15";"A";"97.15";"A";"97.15";"A";"97.15";"A";"97.15";"A";"97.15";"A";"97.14";"A";"97.14";"A";"97.14";"A";"97.14";"A";"97.14";"A";"97.14";"A";"97.14";"A";"97.03";"A";"97.02";"A";"97.02";"A";"97.02";"A";"97.02";"A";"97.03";"A";"97.02";"A";"97.02";"A";"97.01";"A";"97.01";"A";"97.01";"A";"97.03";"A"
"2001-08";"98.44";"A";"98.44";"A";"98.45";"A";"98.44";"A";"98.44";"A";"98.44";"A";"98.44";"A";"98.44";"A";"98.43";"A";"98.44";"A";"98.44";"A";"98.44";"A";"98.44";"A";"98.44";"A";"98.34";"A";"98.34";"A";"98.34";"A";"98.34";"A";"98.33";"A";"98.34";"A";"98.33";"A";"98.33";"A";"98.33";"A";"98.32";"A";"98.32";"A";"98.34";"A"
"2001-09";"98.55";"A";"98.56";"A";"98.56";"A";"98.56";"A";"98.56";"A";"98.56";"A";"98.56";"A";"98.55";"A";"98.55";"A";"98.56";"A";"98.56";"A";"98.56";"A";"98.55";"A";"98.55";"A";"98.45";"A";"98.45";"A";"98.45";"A";"98.45";"A";"98.45";"A";"98.46";"A";"98.44";"A";"98.45";"A";"98.44";"A";"98.43";"A";"98.44";"A";"98.45";"A"
"2001-10";"99.25";"A";"99.25";"A";"99.26";"A";"99.26";"A";"99.26";"A";"99.26";"A";"99.25";"A";"99.25";"A";"99.24";"A";"99.25";"A";"99.25";"A";"99.25";"A";"99.25";"A";"99.25";"A";"99.15";"A";"99.15";"A";"99.15";"A";"99.15";"A";"99.15";"A";"99.16";"A";"99.15";"A";"99.15";"A";"99.14";"A";"99.14";"A";"99.14";"A";"99.16";"A"
"2001-11";"97.57";"A";"97.57";"A";"97.57";"A";"97.57";"A";"97.57";"A";"97.57";"A";"97.57";"A";"97.56";"A";"97.56";"A";"97.56";"A";"97.56";"A";"97.57";"A";"97.56";"A";"97.56";"A";"97.47";"A";"97.47";"A";"97.47";"A";"97.47";"A";"97.46";"A";"97.47";"A";"97.46";"A";"97.46";"A";"97.46";"A";"97.45";"A";"97.45";"A";"97.47";"A"
"2001-12";"99.48";"A";"99.48";"A";"99.49";"A";"99.49";"A";"99.49";"A";"99.49";"A";"99.49";"A";"99.48";"A";"99.48";"A";"99.48";"A";"99.48";"A";"99.48";"A";"99.48";"A";"99.48";"A";"99.38";"A";"99.38";"A";"99.38";"A";"99.38";"A";"99.37";"A";"99.38";"A";"99.37";"A";"99.37";"A";"99.37";"A";"99.36";"A";"99.36";"A";"99.38";"A"
"2002-01";"99.32";"A";"99.32";"A";"99.33";"A";"99.33";"A";"99.33";"A";"99.33";"A";"99.33";"A";"99.32";"A";"99.32";"A";"99.32";"A";"99.32";"A";"99.32";"A";"99.32";"A";"99.32";"A";"99.22";"A";"99.21";"A";"99.22";"A";"99.21";"A";"99.21";"A";"99.22";"A";"99.21";"A";"99.21";"A";"99.2";"A";"99.2";"A";"99.2";"A";"99.22";"A"
"2002-02";"100.2";"A";"100.2";"A";"100.21";"A";"100.2";"A";"100.2";"A";"100.2";"A";"100.2";"A";"100.19";"A";"100.19";"A";"100.2";"A";"100.2";"A";"100.2";"A";"100.2";"A";"100.2";"A";"100.09";"A";"100.09";"A";"100.09";"A";"100.08";"A";"100.08";"A";"100.09";"A";"100.08";"A";"100.08";"A";"100.08";"A";"100.07";"A";"100.07";"A";"100.09";"A"
"2002-03";"100.84";"A";"100.84";"A";"100.85";"A";"100.85";"A";"100.85";"A";"100.85";"A";"100.84";"A";"100.84";"A";"100.84";"A";"100.84";"A";"100.84";"A";"100.84";"A";"100.84";"A";"100.84";"A";"100.73";"A";"100.73";"A";"100.73";"A";"100.73";"A";"100.73";"A";"100.73";"A";"100.72";"A";"100.73";"A";"100.72";"A";"100.71";"A";"100.71";"A";"100.73";"A"
"2002-04";"98.27";"A";"98.27";"A";"98.28";"A";"98.28";"A";"98.28";"A";"98.28";"A";"98.28";"A";"98.27";"A";"98.27";"A";"98.27";"A";"98.27";"A";"98.27";"A";"98.27";"A";"98.27";"A";"98.17";"A";"98.17";"A";"98.17";"A";"98.17";"A";"98.17";"A";"98.18";"A";"98.17";"A";"98.17";"A";"98.16";"A";"98.16";"A";"98.16";"A";"98.17";"A"
"2002-05";"99.83";"A";"99.84";"A";"99.84";"A";"99.84";"A";"99.84";"A";"99.84";"A";"99.84";"A";"99.83";"A";"99.83";"A";"99.83";"A";"99.83";"A";"99.83";"A";"99.83";"A";"99.83";"A";"99.74";"A";"99.74";"A";"99.74";"A";"99.74";"A";"99.74";"A";"99.75";"A";"99.74";"A";"99.74";"A";"99.73";"A";"99.73";"A";"99.73";"A";"99.74";"A"
"2002-06";"97.42";"A";"97.42";"A";"97.43";"A";"97.42";"A";"97.42";"A";"97.43";"A";"97.42";"A";"97.42";"A";"97.41";"A";"97.42";"A";"97.42";"A";"97.42";"A";"97.42";"A";"97.42";"A";"97.31";"A";"97.31";"A";"97.31";"A";"97.31";"A";"97.31";"A";"97.31";"A";"97.3";"A";"97.31";"A";"97.3";"A";"97.29";"A";"97.29";"A";"97.31";"A"
"2002-07";"97.13";"A";"97.13";"A";"97.14";"A";"97.13";"A";"97.14";"A";"97.14";"A";"97.13";"A";"97.13";"A";"97.12";"A";"97.13";"A";"97.13";"A";"97.13";"A";"97.13";"A";"97.13";"A";"97.02";"A";"97.02";"A";"97.02";"A";"97.02";"A";"97.02";"A";"97.03";"A";"97.02";"A";"97.02";"A";"97.01";"A";"97.01";"A";"97.01";"A";"97.02";"A"
"2002-08";"100.89";"A";"100.89";"A";"100.9";"A";"100.89";"A";"100.89";"A";"100.89";"A";"100.89";"A";"100.88";"A";"100.88";"A";"100.89";"A";"100.89";"A";"100.89";"A";"100.89";"A";"100.88";"A";"100.78";"A";"100.77";"A";"100.78";"A";"100.77";"A";"100.77";"A";"100.78";"A";"100.77";"A";"100.77";"A";"100.76";"A";"100.76";"A";"100.76";"A";"100.78";"A"
"2002-09";"98.18";"A";"98.18";"A";"98.19";"A";"98.18";"A";"98.19";"A";"98.19";"A";"98.18";"A";"98.18";"A";"98.17";"A";"98.18";"A";"98.18";"A";"98.18";"A";"98.18";"A";"98.18";"A";"98.07";"A";"98.07";"A";"98.07";"A";"98.07";"A";"98.07";"A";"98.07";"A";"98.06";"A";"98.07";"A";"98.06";"A";"98.05";"A";"98.05";"A";"98.07";"A"
